Odoo Developer,National Technology -,Full Time,"Nasr City, Cairo, Egypt"
Backup Administrator - (Proficiency in French Language is required),DeepSource -,Full Time,"Cairo, Egypt"
Lead Operation Engineer,NPCC -,Full Time,"Dubai, United Arab Emirates"
Senior Consultant for Risk and Compliance (Arabic Speaking),Corporate General Solutions (Pvt.) Ltd -,Full Time,"Riyadh, Saudi Arabia"
App/ Software / Solution Architect,Sscegypt -,Full Time,"Cairo, Egypt"
Lead DevOps Engineer,"Integrant, Inc. -",Full Time,"Cairo, Egypt"
Senior Data Scientist II,Alphapartners -,Full Time,"Dubai, United Arab Emirates"
App/ Software / Solution Architect,SSC -,Full Time,"Cairo, Egypt"
"Senior Backend Engineer, Talent Operations",WorkMotion -,Full Time,"Cairo, Egypt"
Azure Administrator,VAM Systems -,Work From Home,"Dubai, United Arab Emirates"
Process Engineer,Stantec -,Full Time,"Dubai, United Arab Emirates"
Data Center Engineer,VAS Integrated Solutions -,Full Time,"Cairo, Egypt"
Senior Developer,OdooTec -,Full Time,"Cairo, Egypt"
Senior Software Devops + GCP Engineer _VOIS,Vodafone - Egypt -,Full Time,"Cairo, Egypt"
Data Analyst,Raya Trade & Distribution -,Full Time,"Cairo, Egypt"
Development Tech Lead,KnowledgeNet -,Full Time,"Cairo, Egypt"
Azure Administrator,VAM Systems -,Full Time,"Doha, Qatar"
RPA & Digital Solutions Engineer,Vodafone - Egypt -,Full Time,"Cairo, Egypt"
Data Analyst Trainee,DigitalQatalyst DMCC -,Full Time,"Dubai, United Arab Emirates"
Devops Engineer,3i Vision LTD. -,Full Time,"Hadayek Alahram, Giza, Egypt"
Senior Odoo Developer,Boutiqaat -,Full Time,"Heliopolis, Cairo, Egypt"
Data Analyst,Raya Holding for Financial Investments -,Work From Home,"Cairo, Egypt"
"Business Analyst, Lastmile Programs",Amazon Group -,Full Time,"Cairo, Egypt"
Senior Devops Engineer { Odoo System},Ejadtech -,Full Time,"Dokki, Giza, Egypt"
Software Development Team Lead,OdooTec -,Full Time,"New Cairo, Cairo, Egypt"
Senior Odoo Developer,Confidential -,Full Time,"Alibrahimiyyah, Alexandria, Egypt"
Odoo Developer,Confidential -,Full Time,"Cairo, Egypt"
Linux Web/System Engineer,Misr Technology Services -,Full Time,"Cairo, Egypt"
Data Scientist,Atribs Metscon -,Full Time,"Abu Dhabi, United Arab Emirates"
AWS DevOps Engineer,SellAnyCar.com -,Full Time,"Dubai, United Arab Emirates"
Junior/Mid Full Stack Engineer (PHP Laravel),Convertedin -,Full Time,"Cairo, Egypt"
Senior Odoo developer,Confidential -,Full Time,"Giza, Egypt"
Principal Backend Engineer,Alpheya -,Full Time,"Dubai, United Arab Emirates"
Applied Scientist,Microsoft -,Full Time,"Cairo, Egypt"
IT Senior Data Engineer,Gulf International Bank - Other locations -,Full Time,"Khobar, Saudi Arabia"
AI Engineer,Ewa  -,Full Time,"Cairo, Egypt"
Data Classification Engineer - Titus,Help AG -,Full Time,"Riyadh, Saudi Arabia"
Senior Devops Engineer,Octane solutions  -,Full Time,"Cairo, Egypt"
Machine Learning Engineer,Block Gemini -,Full Time,"Cairo, Egypt"
Odoo Developer,OdooTec -,Full Time,"New Cairo, Cairo, Egypt"
HR Data Analyst,Q-Express Documents Transport - G25 -,Full Time,"Dubai, United Arab Emirates"
"Learning & Development Coordinator Human Resources · JA The Resort, Dubai",JA Resorts & Hotels -,Full Time,"Dubai, United Arab Emirates"
Data Analyst,AECOM -,Full Time,"Riyadh, Saudi Arabia"
Learning & Development Tower Lead | MAF Global Solutions,MAJID AL FUTTAIM -,Full Time,"Cairo, Egypt"
Data Engineer,AECOM -,Full Time,"Riyadh, Saudi Arabia"
Principal Applied Science Manager,Microsoft -,Full Time,"Cairo, Egypt"
WebLogic Administrator,VAM Systems -,Full Time,"Dubai, United Arab Emirates"
Senior Odoo Developer,Plennix Technologies -,Full Time,"Cairo, Egypt"
Application developer-web scraper,Premiumy -,Work From Home,"Cairo, Egypt"
Application developer/ web scraper,Premiumy -,Full Time,"Cairo, Egypt"
Junior Data Scientist,Cultiv -,Work From Home,"Cairo, Egypt"
Odoo Developer & Business Analyst Consultant,Royal Herbs  -,Part Time,"Haram, Giza, Egypt"
Senior AI Engineer (Computer Vision Focus),Lumin -,Full Time,"Sheikh Zayed, Giza, Egypt"
Telecommunication Support Engineer Senior Supervisor,Xceed Contact Center -,Full Time,"Giza, Egypt"
Senior Presales Engineer,Progress Security Systems -,Full Time,"Mohandessin, Giza, Egypt"
Data Analyst,Kashier Payment Solutions -,Full Time,"Zamalek, Cairo, Egypt"
Computer Science programmer,Mansoura Glass Co. -,Full Time,"10th of Ramadan City, Sharqia, Egypt"
Machine Learning Researcher,RDI -,Full Time,"Dokki, Giza, Egypt"
Backend Developer,Nahdet Misr Publishing Group -,Full Time,"Mohandessin, Giza, Egypt"
Robotics / Computer Science Instructor for kids,Edu-Zone -,Full Time,"Cairo, Egypt"
Senior Odoo Developer,Confidential -,Part Time,"New Nozha, Cairo, Egypt"
Senior Odoo Developer,OdooTec -,Full Time,"New Cairo, Cairo, Egypt"
Senior ARC GIS Developer,qTech.  -,Work From Home,"Mansoura, Dakahlia, Egypt"
Data Science Instructor,EpsilonAI -,Full Time,"Nasr City, Cairo, Egypt"
Data Scientist - Section Head,IDH -,Full Time,"6th of October, Giza, Egypt"
Data Engineer,Cilantro -,Full Time,"Maadi, Cairo, Egypt"
System Administrator,Xyris Digital Solutions -,Part Time,"Cairo, Egypt"
Devops Engineer,DAF Holding -,Full Time,"Maadi, Cairo, Egypt"
Mid-level AI Engineer,Noases -,Part Time,"Nasr City, Cairo, Egypt"
Azure DevOps Engineer,National Technology -,Full Time,"Nasr City, Cairo, Egypt"
Sr. Devops Engineer,waffarha.com -,Full Time,"Downtown, Cairo, Egypt"
Odoo Senior Developer,Ibn Sina Pharma -,Full Time,"Maadi, Cairo, Egypt"
"Full time Senior ASP Net Core, Blazor Full Stack Developer",Sinmar Soft  -,Full Time,"New Nozha, Cairo, Egypt"
Software Quality Assurance Engineer,ATW Ltd. -,Full Time,"Dokki, Giza, Egypt"
Application Support Engineer,NewTech Company -,Full Time,"Garden City, Cairo, Egypt"
Software Developer Team Leader (odoo),Outservingplus -,Full Time,"Giza, Egypt"
Odoo Developer,GMC -,Full Time,"Maadi, Cairo, Egypt"
Web & Mobile Applications Developer - Frontend/Backend (project ),Confidential -,Full Time,"10th of Ramadan City, Cairo, Egypt"
Odoo Consultant/ implementor,etmana -,Freelance / Project,"Katameya, Cairo, Egypt"
Senior Full Stack Developer,Nahdet Misr Publishing Group -,Full Time,"Mohandessin, Giza, Egypt"
Software Engineer - Germany/Austria/Europe with Full Visa Sponsorship,Your Career Abroad -,Full Time,"Cairo, Egypt"
Senior Application Specialist,ManpowerGroup Middle East -,Full Time,"Dubai, United Arab Emirates"
.NET Full Stack Developer,PING -,Full Time,"Maadi, Cairo, Egypt"
Penetration Tester,MIGRATIONIT -,Full Time,"Cairo, Egypt"
Devops Engineer,Osolutions -,Full Time,"Nasr City, Cairo, Egypt"
Branch Manager (Software house),Confidential -,Full Time,"Heliopolis, Cairo, Egypt"
Senior Presales Engineer - Card printing & light current.,Lumin -,Full Time,"Sheikh Zayed, Giza, Egypt"
System Administrator,Confidential -,Full Time,"Basatin, Cairo, Egypt"
Mechanical Design Engineer,Egyptian for steel products Industries ESPI  -,Full Time,"Abu Rawash, Giza, Egypt"
Junior Data Analyst,Prometeon Tyres Group – Egypt  (Ex-Pirelli Tyres Egypt) -,Full Time,"Alexandria, Egypt"
Senior Data/BI Engineer,Evolvice GmbH -,Full Time,"Maadi, Cairo, Egypt"
Senior Full Stack Developer,Traveler Club -,Full Time,"Cairo, Egypt"
Senior Backend Developer Magento,Seoudi Supermarket -,Work From Home,"Sheikh Zayed, Giza, Egypt"
DevOps Engineer,Bexel -,Full Time,"Nasr City, Cairo, Egypt"
Campaign Manager,Robert Walters -,Full Time,"Kuwait City, Kuwait"
Junior Localization Engineer,BayanTech -,Full Time,"Cairo, Egypt"
IT Technical Support Specialist (Work Will Be Allocated In Africa) 24001,Confidential -,Full Time,"Cairo, Egypt"
Software Engineer,TheTalentPoint | Jobs in UAE & Middleeast -,Full Time,"Dubai, United Arab Emirates"
General Accountant,Perfect tech -,Full Time,"Nasr City, Cairo, Egypt"
Senior Cloud Infrastructure Architect/Engineer,CSP Automation Inc -,Full Time,"Cairo, Egypt"
Senior Full Stack Developer,Linutech Solutions -,Full Time,"Santa Ana, United States"
Full Stack PHP Developer,Confidential -,Work From Home,"Nasr City, Cairo, Egypt"
Full Stack Engineer,Greenalytics -,Full Time,"6th of October, Giza, Egypt"
Senior Software Testing Engineer,Aman -,Full Time,"6th of October, Giza, Egypt"
Full Stack Developer (PHP/Laravel+ JavaScript),jmskef -,Work From Home,"Banha, Qalubia, Egypt"
Automation Test Engineer - Digital Banking,VAM Systems -,Full Time,"Abu Dhabi, United Arab Emirates"
Data Analytics Specialist,Michael Page -,Full Time,"Riyadh, Saudi Arabia"
Automation Testing Lead / Banking,Ejada  -,Full Time,"Cairo, Egypt"
Flutter Developer,2CooM -,Full Time,"6th of October, Giza, Egypt"
Risk Manager,Tabby  -,Full Time,"Riyadh, Saudi Arabia"
Backend API Engineer,Halian -,Full Time,"Dubai, United Arab Emirates"
Senior Software Engineer (Backend),MDBee Inc. -,Full Time,"Toledo, United States"
Full Stack Web,Confidential -,Full Time,"Nasr City, Cairo, Egypt"
Artificial Intelligence Team Leader,Wakeb Data -,Full Time,"Mohandessin, Giza, Egypt"
Market Risk Specialist,Apollo Solutions -,Full Time,"Dubai, United Arab Emirates"
Back-End Developer,jmskef -,Full Time,"Banha, Qalubia, Egypt"
Localization Engineer,BayanTech -,Work From Home,"Cairo, Egypt"
Full Stack Developer,NTG Clarity -,Full Time,"Giza, Egypt"
RPA Developer/Analyst - 1-3 years,AutoMind Consulting Services -,Full Time,"Cairo, Egypt"
SOC engineer,Alexandria Business Association- SMEs Project -,Full Time,"Alexandria, Egypt"
GIS Developer,Wakeb Data -,Full Time,"Mohandessin, Giza, Egypt"
Full Stack Developer,Confidential -,Full Time,"6th of October, Giza, Egypt"
Cross-Platform Full Stack Developer,Dakkaken -,Full Time,"Nasr City, Cairo, Egypt"
Teamleader full stack,SATA Group -,Full Time,"Nasr City, Cairo, Egypt"
Senior Azure DevOps Engineer,Tristratus.ltd -,Full Time,"Cairo, Egypt"
Junior System Administrator,IDH -,Full Time,"6th of October, Giza, Egypt"
Senior Backend Developer,Al-hakeema -,Full Time,"Nasr City, Cairo, Egypt"
Business Analyst,Truelancer.com -,Full Time,"Cairo, Egypt"
Open Source Systems Engineer,MIGRATIONIT -,Full Time,"Cairo, Egypt"
Full Stack Developer,proleaders -,Full Time,"Alexandria, Egypt"
Full Stack Developer,DBS -,Full Time,"Maadi, Cairo, Egypt"
VMware Engineer - Level 3,Michael Page -,Full Time,"Dubai, United Arab Emirates"
Senior Information Technology Specialist,Athear -,Full Time,"New Cairo, Cairo, Egypt"
Computer Science Instructor (For Kids),Edu-Zone -,Full Time,"New Cairo, Cairo, Egypt"
IT Developer,Cargoes -,Part Time,"Suez, Egypt"
Senior Java Developer,NFQ Technologies -,Full Time,"Cairo, Egypt"
IT Systems Administrator,Confidential -,Full Time,"Nasr City, Cairo, Egypt"
SW Senior DevOps Engineer,softprograms -,Full Time,"Nasr City, Cairo, Egypt"
Senior Software Quality Assurance,Oil and Gas Job Search Ltd -,Full Time,"Doha, Qatar"
IOT Team Leader,Noases -,Full Time,"Nasr City, Cairo, Egypt"
Full Stack Web Developer,Seven -,Full Time,"Faisal, Giza, Egypt"
Senior Software Automation Tester,Wakeb Data -,Full Time,"Mohandessin, Giza, Egypt"
Pre-sales Consultant,DXC Technology -,Full Time,"Cairo, Egypt"
Senior Frontend developer (React/NextJS) [Fulltime/remote] (SF1-24) at Supaapps GmbH,join.com -,Freelance / Project,"Cairo, Egypt"
AI BI Research Engineer,Ewa  -,Full Time,"Cairo, Egypt"
Senior website developer,Element8 -,Full Time,"Dubai, United Arab Emirates"
Unix Support - Consultant,Dicetek LLC -,Freelance / Project,"Dubai, United Arab Emirates"
Security Engineer (DevSecOps),NST Cyber -,Full Time,"Dubai, United Arab Emirates"
Senior Cloud Engineer,ManpowerGroup Middle East -,Full Time,"Abu Dhabi, United Arab Emirates"
MarTech Engineer,Dicetek LLC -,Freelance / Project,"Dubai, United Arab Emirates"
Solution Architect,Sscegypt -,Full Time,"Cairo, Egypt"
Senior DevOps Engineer,NFQ Technologies -,Full Time,"Cairo, Egypt"
Full Stack Web Developer,IQRA Network -,Full Time,"Cairo, Egypt"
Senior Backend/Data Engineer,Skilkit -,Work From Home,"Dubai, United Arab Emirates"
Senior DevOps Engineer,Albostany for real estate -,Full Time,"Cairo, Egypt"
Technical Lead Software Engineer (Full Stack),Aman -,Work From Home,"6th of October, Giza, Egypt"
ERPNext Customizer,ASTROCOM LLC-FZ -,Full Time,"Cairo, Egypt"
Business Intelligence Support Specialist,Vodafone - Egypt -,Full Time,"Cairo, Egypt"
CRM & MIS Analyst,OliOli® Children's Museum -,Full Time,"Dubai, United Arab Emirates"
Structural Computational Engineer,Energy Jobline -,Full Time,"Dubai, United Arab Emirates"
Senior Cloud Engineer,Manpower -,Full Time,"Abu Dhabi, United Arab Emirates"
Senior Odoo Developer,Perfect tech -,Full Time,"Nasr City, Cairo, Egypt"
Associate - SOC Analysis ( L1) SOAR,malomatia -,Full Time,"Doha, Qatar"
Senior Site Reliability Engineer,Brightly -,Full Time,"Cairo, Egypt"
Data Scientist- EK SkyCargo Temporary (6-12 months contract),Emirates -,Freelance / Project,"Dubai, United Arab Emirates"
Senior Software Quality Assurance,Duncan & Ross Consulting -,Full Time,"Doha, Qatar"
Senior Software Quality Assurance,Duncan & Ross -,Full Time,"Doha, Qatar"
Senior Growth Manager,Careem -,Full Time,"Dubai, United Arab Emirates"
Senior Data Analyst,Dubizzle -,Full Time,"Cairo, Egypt"
Senior DevOps Engineer,"Integrant, Inc. -",Full Time,"Cairo, Egypt"
Cloud Architect - Infrastructure,G42 -,Full Time,"Dubai, United Arab Emirates"
Engineer- ML QA,Core42 -,Full Time,"Dubai, United Arab Emirates"
Full Stack Developer,Gulf Business Machines PND -,Full Time,"Riyadh, Saudi Arabia"
Backend Developer,Gulf Business Machines PND -,Full Time,"Riyadh, Saudi Arabia"
Senior Application Specialist,Manpower -,Full Time,"Dubai, United Arab Emirates"
R/Shiny Developer,Appsilon -,Full Time,"Cairo, Egypt"
Odoo Functional Consultant & Project Manager,Quick Services -,Full Time,"Shorouk City, Cairo, Egypt"
Business Intelligence Engineer,Amazon Middle East and North Africa FZ-LLC - F52 -,Full Time,"Dubai, United Arab Emirates"
Senior IOT Engineer,Noases -,Full Time,"Nasr City, Cairo, Egypt"
Software Development Manager,Gulf Business Machines PND -,Full Time,"Riyadh, Saudi Arabia"
Security Engineer,Core42 -,Full Time,"Dubai, United Arab Emirates"
IT Services & Consulting,Beinex -,Full Time,"Dubai, United Arab Emirates"
Network Implementation Engineer,Google -,Full Time,"Riyadh, Saudi Arabia"
Senior Security Engineer,Core42 -,Full Time,"Dubai, United Arab Emirates"
Senior Data Engineer,Mozn -,Full Time,"Riyadh, Saudi Arabia"
Analyst,Careem -,Full Time,"Dubai, United Arab Emirates"
Solution Architect - Abu Dhabi UAE Ref. 005213,Novancy Consulting -,Full Time,"Dubai, United Arab Emirates"
